"Style","Price","Rating","Size","Season","NeckLine","SleeveLength","waiseline","Material","FabricType","Decoration","Pattern","Class"
"casual","medium",4.6802974789916,"free","winter","bowneck","full","natural","cashmere","knitted","lace","solid","2"
"casual","low",4.3,"m","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"casual","average",4.5,"m","summer","peterpan-collor","sleevless","natural","cotton","chiffon","sashes","solid","1"
"sexy","low",4.8,"m","autumn","v-neck","full","natural","cotton","chiffon","lace","print","2"
"cute","average",4.8,"m","summer","o-neck","short","natural","cotton","chiffon","rivet","solid","1"
"casual","average",4.8,"free","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"bohemian","low",4.8,"free","summer","o-neck","short","natural","cotton","chiffon","ruffles","animal","2"
"cute","average",4.6,"m","spring","o-neck","halfsleeve","natural","acrylic","chiffon","lace","solid","1"
"party","very-high",4.42319666666666,"l","winter","v-neck","sleevless","natural","polyster","tulle","beading","solid","1"
"sexy","low",4.4,"free","autumn","v-neck","sleevless","natural","cotton","worsted","lace","solid","1"
"sexy","average",4.58680668831167,"free","spring","v-neck","full","natural","cotton","wollen","lace","solid","2"
"casual","low",4.57353349206347,"free","winter","o-neck","halfsleeve","natural","polyster","worsted","lace","patchwork","2"
"novelty","average",4.73016347985349,"free","winter","o-neck","short","natural","polyster","broadcloth","lace","solid","2"
"sexy","low",4.7,"m","winter","o-neck","threequarter","natural","polyster","chiffon","lace","print","2"
"casual","very-high",4.52774575757575,"small","spring","o-neck","full","natural","cotton","chiffon","applique","solid","1"
"sexy","low",4.60730749999998,"free","winter","o-neck","sleevless","natural","lycra","chiffon","hollowout","solid","1"
"casual","low",4.71377151515151,"l","winter","o-neck","sleevless","empire","polyster","chiffon","applique","leopard","1"
"casual","average",4.3,"m","spring","o-neck","halfsleeve","natural","polyster","chiffon","lace","solid","2"
"casual","high",4.6,"m","summer","sweetheart","sleevless","empire","cotton","chiffon","beading","solid","2"
"casual","average",4.7,"l","autumn","o-neck","halfsleeve","natural","polyster","chiffon","lace","solid","1"
"vintage","low",4.6,"m","summer","o-neck","short","natural","cotton","chiffon","ruffles","print","1"
"bohemian","low",5,"free","summer","o-neck","sleevless","empire","cotton","broadcloth","tassel","print","2"
"cute","low",4.3,"free","autumn","o-neck","sleevless","natural","polyster","chiffon","sashes","striped","1"
"sexy","low",4.48517056277056,"free","autumn","slash-neck","short","empire","polyster","chiffon","hollowout","solid","1"
"cute","low",4.7149361904762,"free","summer","boat-neck","sleevless","natural","cotton","chiffon","sashes","print","1"
"sexy","average",4.9,"free","summer","sqare-collor","sleevless","natural","polyster","chiffon","sashes","print","1"
"casual","low",4.72866984848485,"free","autumn","peterpan-collor","threequarter","empire","polyster","chiffon","applique","print","1"
"casual","low",4.6,"free","autumn","o-neck","full","natural","cotton","worsted","lace","solid","2"
"sexy","average",5,"m","summer","o-neck","sleeveless","natural","polyster","broadcloth","rivet","solid","1"
"casual","average",4.4,"l","autumn","o-neck","sleevless","natural","linen","chiffon","ruffles","animal","1"
"casual","low",5,"m","autumn","o-neck","sleevless","empire","spandex","chiffon","applique","print","2"
"vintage","average",4.3,"free","winter","o-neck","short","natural","chiffonfabric","chiffon","hollowout","print","1"
"cute","average",4.4,"free","spring","sweetheart","sleevless","empire","spandex","tulle","ruched","solid","2"
"casual","average",4.7,"l","summer","v-neck","short","natural","cotton","broadcloth","lace","print","2"
"casual","average",4.59365833333332,"l","spring","boat-neck","sleevless","natural","cotton","chiffon","lace","solid","2"
"cute","average",4.7,"m","spring","o-neck","full","natural","rayon","chiffon","beading","solid","2"
"party","average",4.78623428571428,"m","spring","o-neck","sleevless","natural","cotton","chiffon","lace","solid","2"
"work","average",4.9,"m","winter","slash-neck","short","natural","polyster","broadcloth","ruffles","solid","1"
"casual","low",4.7,"l","autumn","o-neck","full","natural","cotton","chiffon","lace","print","1"
"casual","average",4.7,"xl","winter","v-neck","short","empire","milksilk","shiffon","pockets","print","1"
"casual","average",4.3,"m","autumn","o-neck","sleevless","natural","polyster","chiffon","plain","solid","1"
"cute","low",4.7,"m","spring","o-neck","short","empire","polyster","chiffon","ruffles","dot","2"
"casual","average",4.7,"m","spring","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"casual","low",4.8,"free","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","print","2"
"casual","average",4.7,"m","summer","o-neck","sleevless","natural","cotton","chiffon","ruffles","dot","1"
"casual","average",5,"free","winter","o-neck","sleevless","natural","polyster","broadcloth","lace","solid","2"
"sexy","low",5,"free","summer","v-neck","sleevless","empire","polyster","chiffon","ruffles","animal","2"
"casual","low",5,"free","summer","o-neck","sleevless","natural","model","jersey","plain","solid","2"
"casual","average",4.6,"m","spring","o-neck","halfsleeve","natural","polyster","chiffon","lace","solid","1"
"novelty","average",4.9,"l","autumn","o-neck","short","natural","polyster","chiffon","lace","print","2"
"casual","average",4.7,"m","summer","v-neck","full","empire","cotton","shiffon","lace","solid","2"
"brief","average",4.7,"m","winter","o-neck","halfsleeve","natural","acrylic","chiffon","sashes","striped","1"
"party","very-high",4.5,"m","spring","v-neck","cap-sleeves","natural","chiffonfabric","chiffon","lace","solid","2"
"sexy","low",4.5,"l","spring","o-neck","sleevless","natural","cotton","chiffon","lace","solid","1"
"party","high",4.6,"m","summer","slash-neck","sleevless","natural","cotton","chiffon","lace","solid","2"
"brief","average",4.6,"free","winter","o-neck","full","natural","mix","chiffon","sashes","solid","1"
"casual","average",4.60800666666665,"m","summer","o-neck","halfsleeve","natural","cotton","chiffon","ruffles","dot","2"
"sexy","average",5,"m","summer","v-neck","sleevless","empire","cotton","chiffon","sequined","solid","2"
"casual","high",5,"free","summer","v-neck","sleevless","natural","nylon","chiffon","lace","patchwork","2"
"sexy","average",4.7,"s","summer","v-neck","sleevless","empire","cotton","chiffon","sequined","solid","2"
"casual","average",4.5,"free","summer","o-neck","short","natural","cotton","jersey","pockets","solid","2"
"work","low",4.5,"m","winter","v-neck","threequarter","natural","polyster","broadcloth","lace","patchwork","1"
"casual","average",4.2,"free","summer","o-neck","sleevless","natural","cotton","worsted","sashes","striped","2"
"casual","average",5,"s","winter","o-neck","sleevless","empire","polyster","chiffon","applique","plaid","1"
"casual","average",4.8,"free","winter","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","1"
"bohemian","low",4.4,"l","summer","bowneck","short","natural","cotton","chiffon","ruffles","dot","1"
"casual","average",3.7,"free","autumn","boat-neck","full","natural","cotton","worsted","lace","solid","2"
"casual","average",4.8,"m","winter","o-neck","short","natural","lycra","broadcloth","applique","patchwork","1"
"sexy","low",4.6,"m","summer","o-neck","sleevless","empire","cotton","chiffon","ruffles","animal","2"
"casual","low",4.7,"l","summer","o-neck","full","natural","mix","worsted","lace","patchwork","2"
"casual","low",4.79216571428571,"free","spring","v-neck","sleevless","natural","cotton","chiffon","lace","print","1"
"casual","low",4.7,"m","spring","o-neck","full","natural","polyster","chiffon","lace","solid","2"
"party","high",4.8,"m","summer","sweetheart","sleevless","princess","cotton","sattin","beading","solid","2"
"cute","average",4.3,"l","winter","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","1"
"casual","low",5,"s","spring","o-neck","sleevless","natural","chiffonfabric","chiffon","hollowout","print","1"
"work","average",5,"free","winter","o-neck","half","natural","microfiber","chiffon","lace","print","1"
"cute","high",4.58937856643354,"m","spring","v-neck","full","natural","rayon","chiffon","lace","solid","2"
"casual","low",4.9,"l","summer","boat-neck","short","natural","cotton","chiffon","sashes","patchwork","2"
"bohemian","low",5,"free","spring","o-neck","short","natural","nylon","jersey","sashes","print","2"
"sexy","low",4.3,"free","summer","o-neck","full","empire","cotton","chiffon","sashes","solid","1"
"casual","average",4.7,"m","summer","o-neck","thressqatar","natural","chiffonfabric","chiffon","ruched","solid","1"
"casual","low",4.8,"free","winter","bowneck","full","natural","polyster","chiffon","bow","solid","1"
"casual","very-high",4.6,"m","winter","o-neck","short","natural","cotton","chiffon","flowers","solid","2"
"casual","low",4.7,"m","summer","o-neck","sleevless","empire","milksilk","chiffon","sashes","solid","1"
"brief","low",4.6,"m","summer","o-neck","short","natural","cotton","chiffon","ruffles","animal","1"
"sexy","average",4.7,"m","winter","v-neck","sleevless","natural","polyster","broadcloth","lace","patchwork","1"
"casual","low",4.6,"m","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","striped","1"
"vintage","average",4.9,"free","summer","o-neck","urndowncollor","empire","polyster","chiffon","lace","solid","1"
"vintage","average",4.7,"s","summer","turndowncollor","short","empire","cotton","chiffon","sequined","solid","1"
"casual","average",4.7,"l","spring","v-neck","halfsleeve","natural","cotton","broadcloth","lace","print","2"
"casual","average",4.7,"l","summer","o-neck","sleevless","natural","silk","chiffon","beading","solid","1"
"casual","low",4.6,"l","winter","o-neck","full","natural","cotton","worsted","lace","solid","1"
"bohemian","average",4.7,"l","autumn","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","1"
"casual","average",4.5,"m","summer","o-neck","full","natural","cotton","chiffon","lace","solid","1"
"work","average",5,"m","summer","o-neck","sleveless","natural","polyster","broadcloth","rivet","solid","2"
"casual","average",4.28814728937728,"m","spring","o-neck","halfsleeve","natural","polyster","chiffon","lace","solid","1"
"casual","average",4.45717967032967,"l","spring","o-neck","halfsleeve","natural","polyster","chiffon","hollowout","solid","2"
"bohemian","low",4.6,"free","winter","o-neck","sleevless","empire","polyster","chiffon","applique","patchwork","2"
"casual","average",4.5,"free","summer","o-neck","short","natural","polyster","chiffon","lace","solid","1"
"sexy","low",4,"s","autumn","o-neck","sleevless","empire","cotton","chiffon","lace","solid","2"
"vintage","low",4,"free","summer","turndowncollor","short","natural","cotton","wollen","hollowout","solid","1"
"cute","average",5,"m","autumn","v-neck","sleevless","natural","cotton","broadcloth","beading","solid","1"
"sexy","low",4.69923666666667,"free","winter","v-neck","sleevless","empire","cotton","chiffon","lace","solid","2"
"casual","average",5,"xl","winter","boat-neck","full","natural","cotton","worsted","applique","geometric","2"
"casual","low",4.6,"free","summer","o-neck","full","natural","cotton","worsted","lace","solid","2"
"casual","average",4.69116666666667,"free","winter","v-neck","full","natural","polyster","chiffon","ruffles","print","1"
"cute","average",4.70156333333334,"m","summer","o-neck","short","natural","cotton","chiffon","sashes","print","1"
"brief","average",4.71418,"m","winter","peterpan-collor","threequarter","natural","cotton","chiffon","applique","patchwork","1"
"party","very-high",4.9,"m","spring","sweetheart","sleevless","natural","silk","chiffon","beading","solid","2"
"casual","average",4.6,"l","autumn","o-neck","sleevless","empire","polyster","chiffon","ruffles","solid","1"
"casual","average",4.5,"m","winter","v-neck","sleevless","natural","polyster","chiffon","button","striped","1"
"bohemian","average",5,"m","spring","slash-neck","sleevless","empire","cotton","chiffon","ruffles","solid","2"
"casual","low",4.4,"s","autumn","o-neck","sleevless","natural","polyster","chiffon","plain","solid","1"
"casual","low",4.57902349206348,"free","winter","boat-neck","full","natural","other","other","lace","solid","1"
"casual","average",4.8,"l","autumn","boat-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"party","very-high",4.9,"m","spring","sweetheart","sleeevless","empire","silk","chiffon","beading","solid","2"
"casual","low",4.7,"free","winter","o-neck","sleevless","natural","cotton","jersey","sashes","solid","2"
"casual","average",4.8,"l","winter","o-neck","short","natural","cotton","broadcloth","pockets","solid","2"
"vintage","average",4.80105380952381,"free","summer","o-neck","sleevless","natural","cotton","batik","sequined","print","1"
"vintage","medium",4.60247333333332,"s","winter","turndowncollor","halfsleeve","natural","cotton","broadcloth","lace","plaid","1"
"casual","low",4.7,"free","summer","o-neck","full","natural","cotton","worsted","lace","solid","2"
"vintage","average",4.5,"l","autumn","o-neck","sleevless","empire","polyster","worsted","lace","solid","1"
"casual","average",4.7,"m","summer","o-neck","sleevless","natural","polyster","chiffon","ruffles","character","1"
"sexy","low",4.5,"free","summer","o-neck","sleevless","empire","cotton","chiffon","sashes","solid","2"
"casual","average",5,"free","summer","v-neck","sleevless","natural","modal","chiffon","lace","patchwork","1"
"cute","average",4.3,"free","summer","boat-neck","sleevless","natural","cotton","chiffon","sashes","solid","2"
"casual","average",4.4,"m","summer","o-neck","short","empire","cotton","chiffon","lace","patchwork","1"
"casual","low",4.6,"free","autumn","o-neck","full","natural","rayon","chiffon","lace","solid","2"
"casual","average",4.1,"l","winter","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","2"
"casual","low",4.4,"free","summer","v-neck","short","empire","cotton","corduroy","lace","solid","1"
"party","average",4.8,"l","spring","sweetheart","sleevless","empire","polyster","chiffon","pleat","solid","2"
"casual","low",4.4,"l","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"casual","low",4.4,"free","spring","o-neck","sleevless","natural","polyster","chiffon","sashes","print","1"
"party","average",4.7,"m","spring","o-neck","halfsleeve","empire","polyster","shiffon","lace","patchwork","1"
"casual","average",5,"m","winter","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","2"
"cute","low",4.9,"m","autumn","o-neck","short","natural","chiffonfabric","chiffon","bow","dot","1"
"work","average",4.6,"m","spring","v-neck","full","natural","cotton","chiffon","lace","solid","1"
"brief","average",5,"free","spring","v-neck","sleevless","natural","cotton","broadcloth","lace","solid","2"
"casual","low",4.6,"free","winter","boat-neck","full","natural","cotton","worsted","lace","patchwork","2"
"casual","medium",4.7,"m","spring","o-neck","sleevless","natural","cotton","chiffon","bow","solid","2"
"casual","low",5,"free","winter","o-neck","full","natural","wool","chiffon","applique","solid","1"
"bohemian","average",4,"free","winter","o-neck","sleevless","natural","polyster","chiffon","ruffles","striped","1"
"casual","average",4.8,"free","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"casual","average",4.5,"l","spring","o-neck","short","natural","cotton","chiffon","hollowout","patchwork","1"
"casual","low",4.6,"free","spring","v-neck","sleevless","natural","silk","chiffon","draped","solid","1"
"casual","medium",4.57946747899158,"l","winter","boat-neck","full","empire","cotton","other","lace","solid","2"
"party","medium",4.7,"m","winter","o-neck","sleevless","empire","cotton","chiffon","button","solid","2"
"casual","average",4.9,"m","autumn","v-neck","sleevless","natural","polyster","chiffon","beading","solid","2"
"sexy","low",4.56639499999999,"m","spring","v-neck","short","natural","polyster","satin","ruffles","solid","2"
"brief","average",4.9,"free","winter","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","1"
"brief","average",4.9,"free","summer","slash-neck","sleevless","natural","cotton","chiffon","sashes","solid","1"
"casual","average",4.8,"l","autumn","o-neck","short","natural","cashmere","chiffon","sashes","solid","1"
"casual","average",4.6405615151515,"m","autumn","o-neck","short","empire","polyster","chiffon","applique","print","1"
"cute","average",4.60224904761903,"m","winter","o-neck","short","natural","polyster","chiffon","sashes","solid","1"
"cute","average",4.5,"l","winter","v-neck","sleevless","natural","polyster","jersey","sashes","solid","2"
"sexy","average",4.2,"m","winter","v-neck","sleevless","natural","cotton","flannael","lace","solid","1"
"sexy","average",4.7,"m","spring","o-neck","sleevless","natural","polyster","chiffon","lace","solid","2"
"casual","low",4.7,"s","summer","o-neck","full","natural","cotton","chiffon","lace","patchwork","1"
"casual","low",5,"m","summer","boat-neck","short","natural","cotton","chiffon","sashes","solid","1"
"casual","average",4.60330999999998,"free","spring","o-neck","short","natural","cotton","chiffon","hollowout","plaid","1"
"sexy","average",4.6,"m","winter","o-neck","full","natural","polyster","chiffon","lace","patchwork","2"
"party","high",4.7,"m","spring","o-neck","threequarter","natural","polyster","chiffon","lace","print","1"
"sexy","low",4.8,"free","summer","slash-neck","sleevless","empire","silk","chiffon","lace","solid","1"
"casual","average",4.5,"m","winter","o-neck","sleevless","natural","polyster","chiffon","ruched","striped","1"
"sexy","low",4.3,"free","winter","v-neck","sleevless","natural","silk","worsted","lace","solid","2"
"sexy","low",4.7,"free","summer","turndowncollor","sleevless","natural","cotton","broadcloth","sequined","solid","2"
"casual","low",5,"free","spring","bowneck","sleevless","natural","silk","chiffon","applique","print","1"
"cute","low",4.68262904761905,"free","spring","v-neck","sleevless","natural","silk","worsted","lace","patchwork","2"
"sexy","medium",4.74258481684982,"free","winter","o-neck","sleevless","natural","polyster","broadcloth","sequined","solid","1"
"casual","average",4.6,"free","winter","v-neck","full","natural","cotton","flannel","lace","striped","1"
"casual","low",4.71009333333334,"l","summer","o-neck","sleevless","natural","cotton","jersey","sashes","print","1"
"party","very-high",4.50862888888889,"m","winter","o-neck","full","natural","cotton","chiffon","feathers","solid","2"
"casual","average",4.8,"l","winter","v-neck","short","empire","polyster","chiffon","ruffles","solid","1"
"party","high",4.5,"m","winter","o-neck","sleevless","natural","cotton","chiffon","lace","solid","2"
"work","average",4.70965333333333,"m","autumn","slash-neck","sleevless","natural","polyster","chiffon","bow","patchwork","1"
"sexy","low",4.5,"free","summer","slash-neck","sleevless","empire","polyster","corduroy","lace","solid","1"
"ol","medium",4.4717094993895,"m","winter","mandarin-collor","halfsleeve","natural","cotton","chiffon","sashes","solid","1"
"casual","average",4.1,"m","autumn","v-neck","full","natural","cotton","chiffon","sashes","solid","2"
"cute","low",4.66141484848482,"l","spring","o-neck","sleevless","empire","silk","chiffon","applique","solid","2"
"casual","average",4.7,"m","winter","v-neck","sleevless","empire","polyster","chiffon","applique","print","1"
"casual","low",4.7,"l","autumn","o-neck","short","natural","polyster","shiffon","lace","patchwork","2"
"casual","low",4.7,"free","winter","o-neck","sleevless","natural","milksilk","chiffon","ruffles","animal","1"
"sexy","average",4.74260928571429,"free","winter","slash-neck","sleevless","natural","cotton","broadcloth","sequined","solid","2"
"sexy","low",4.72495076923077,"free","summer","v-neck","sleevless","dropped","cotton","chiffon","sequined","solid","2"
"party","very-high",4.9,"m","spring","v-neck","sleevless","empire","silk","sattin","beading","solid","2"
"casual","low",4.7,"s","winter","o-neck","sleeevless","natural","knitting","chiffon","lace","solid","1"
"cute","average",4.7,"l","summer","o-neck","sleevless","natural","polyster","broadcloth","lace","solid","1"
"sexy","high",5,"m","summer","v-neck","sleevless","natural","mix","chiffon","sequined","striped","1"
"bohemian","low",4.6,"free","summer","o-neck","sleevless","natural","cotton","chiffon","none","solid","2"
"casual","average",4.67752000000001,"xl","winter","v-neck","short","empire","polyster","shiffon","pockets","solid","2"
"casual","average",4.8,"m","summer","o-neck","halfsleeve","natural","cotton","chiffon","lace","solid","1"
"sexy","low",4.7,"free","spring","v-neck","sleeveless","natural","cotton","chiffon","sequined","solid","2"
"casual","low",4.59935818181816,"l","winter","v-neck","full","natural","polyster","chiffon","lace","solid","1"
"cute","average",4.7,"l","summer","o-neck","sleevless","natural","cotton","worsted","sashes","print","1"
"casual","average",4.59893754689752,"m","winter","o-neck","full","natural","cotton","jersey","feathers","solid","2"
"party","average",4.7,"m","spring","v-neck","sleevless","natural","polyster","chiffon","hollowout","solid","1"
"casual","average",4.78455333333333,"m","spring","o-neck","sleevless","natural","silk","chiffon","sashes","print","1"
"casual","average",5,"m","spring","o-neck","thressqatar","natural","spandex","chiffon","applique","solid","1"
"casual","average",4.3,"m","winter","slash-neck","sleeveless","natural","polyster","chiffon","sashes","solid","1"
"casual","low",4.7,"free","spring","o-neck","halfsleeve","natural","silk","chiffon","sashes","print","1"
"novelty","average",4.59794666666665,"s","winter","turndowncollor","full","natural","cotton","chiffon","lace","patchwork","1"
"casual","average",4.2,"m","winter","v-neck","full","empire","polyster","chiffon","lace","patchwork","2"
"party","very-high",4.8,"l","spring","sweetheart","sleevless","empire","microfiber","organza","beading","solid","2"
"sexy","average",5,"l","winter","o-neck","threequarter","natural","polyster","chiffon","lace","geometric","1"
"sexy","low",4.7,"m","winter","v-neck","sleevless","natural","polyster","chiffon","lace","striped","1"
"brief","average",4.3,"m","spring","o-neck","full","natural","mix","worsted","sequined","patchwork","2"
"casual","average",4.7,"s","summer","v-neck","short","natural","cotton","chiffon","ruffles","dot","1"
"sexy","average",4.5,"m","summer","bowneck","sleevless","natural","cotton","chiffon","lace","solid","1"
"party","high",4.59823666666663,"m","winter","sweetheart","sleevless","natural","cotton","chiffon","pearls","solid","1"
"fashion","average",4,"free","summer","open","full","natural","cotton","chiffon","sequined","solid","1"
"party","average",5,"m","winter","o-neck","capsleeves","empire","polyster","chiffon","lace","patchwork","2"
"casual","average",5,"l","winter","o-neck","thressqatar","natural","polyster","chiffon","applique","solid","1"
"casual","low",4.49611666666667,"l","summer","o-neck","petal","natural","microfiber","chiffon","ruffles","animal","1"
"party","very-high",4.9,"l","spring","slash-neck","sleevless","empire","microfiber","chiffon","flowers","solid","2"
"casual","low",4.60096151515149,"m","summer","v-neck","full","natural","acrylic","chiffon","lace","solid","1"
"sexy","low",4.8,"l","summer","o-neck","sleevless","natural","cotton","chiffon","lace","solid","2"
"casual","average",4.59828999999998,"l","winter","open","short","natural","mix","poplin","applique","solid","2"
"sexy","average",4.7,"m","autumn","slash-neck","sleevless","natural","nylon","chiffon","rivet","solid","1"
"sexy","average",4.6032457142857,"s","autumn","slash-neck","short","natural","polyster","chiffon","lace","solid","1"
"casual","low",4.7,"free","spring","o-neck","sleevless","empire","cotton","chiffon","lace","floral","1"
"party","average",5,"free","summer","v-neck","sleevless","natural","cotton","broadcloth","sequined","solid","1"
"sexy","low",4.8,"free","spring","v-neck","sleevless","natural","cotton","broadcloth","sequined","striped","2"
"sexy","low",4.72625076923077,"free","summer","v-neck","sleevless","empire","cotton","chiffon","sequined","solid","1"
"vintage","average",4.7,"m","summer","v-neck","short","natural","rayon","chiffon","beading","print","1"
"casual","average",4.8,"m","winter","o-neck","threequarter","natural","polyster","chiffon","sashes","print","2"
"casual","average",4.7,"l","winter","o-neck","sleevless","natural","polyster","chiffon","applique","patchwork","1"
